id_conditions ,surface_condition,land ,weather_condition 
148157,Seca y limpia,Ondulado,Normal
148158,Seca y limpia,Montañoso,Normal
148159,Seca y limpia,Plano,Normal
148160,Seca y limpia,Plano,Normal
148161,Humeda,Escarpado,Lluvia
148162,Seca y limpia,Ondulado,Normal
150149,Humeda,Ondulado,Lluvia
150150,Seca y limpia,Plano,Normal
150151,Seca y limpia,Plano,Normal
150152,Seca y limpia,Montañoso,Normal
150153,Humeda,Plano,Lluvia
150154,Seca y limpia,Montañoso,Normal
150155,Humeda,Plano,Lluvia
151349,Seca y limpia,Plano,Normal
151350,Seca y limpia,Plano,Normal
151351,Seca y limpia,Plano,Normal
151352,Seca y limpia,Plano,Normal
151353,Seca y limpia,Ondulado,Normal
151354,Seca y limpia,Ondulado,Normal
151355,Seca y limpia,Plano,Normal
151356,Seca y limpia,Plano,Normal
151357,Seca y limpia,Plano,Normal
151358,Seca y limpia,Plano,Niebla
151359,Seca y limpia,Ondulado,Normal
154951,Seca y limpia,Ondulado,Normal
154952,Seca y limpia,Ondulado,Normal
154953,Seca y limpia,Plano,Normal
154954,Seca y limpia,Plano,Normal
154955,Seca y limpia,Plano,Normal
154956,Humeda,Montañoso,Lluvia
154957,Seca y limpia,Ondulado,Normal
154958,Seca y limpia,Escarpado,Normal
154959,Seca y limpia,Montañoso,Normal
154961,Seca y limpia,Ondulado,Normal
158549,Seca y limpia,Montañoso,Seca
158550,Seca y limpia,Ondulado,Normal
158551,Humeda,Ondulado,Lluvia
158552,Seca y limpia,Ondulado,Seca
159355,Seca y limpia,Montañoso,Seca
160154,Seca y limpia,Ondulado,Normal
160155,Seca y limpia,Plano,Normal
160549,Seca y limpia,Plano,Normal
160550,Seca y limpia,Plano,Normal
160986,Seca y limpia,Plano,Normal
160989,Humeda,Plano,Lluvia
160993,Seca y limpia,Plano,Normal
160995,Seca y limpia,Plano,Normal
160997,Humeda,Plano,Lluvia
160999,Seca y limpia,Plano,Normal
161000,Seca y limpia,Ondulado,Normal
161001,Seca y limpia,Ondulado,Normal
166950,Humeda,Plano,Lluvia
166951,Humeda,Plano,Lluvia
166952,Seca y limpia,Plano,Normal
166953,Seca y limpia,Montañoso,Normal
166954,Seca y limpia,Ondulado,Normal
166956,Humeda,Plano,Lluvia
166957,Humeda,Ondulado,Lluvia
166958,Seca y limpia,Plano,Normal
171350,Seca y limpia,Montañoso,Normal
171351,Seca y limpia,Ondulado,Normal
171352,Seca y limpia,Escarpado,Normal
171353,Seca y limpia,Plano,Normal
171354,Seca y limpia,Ondulado,Normal
171355,Seca y limpia,Ondulado,Normal
171356,Humeda,Ondulado,Lluvia
171750,Humeda,Montañoso,Lluvia
171752,Humeda,Ondulado,Lluvia
171753,Seca y limpia,Ondulado,Normal
171755,Seca y limpia,Plano,Normal
171757,Seca y limpia,Montañoso,Normal
171758,Humeda,Ondulado,Lluvia
171759,Seca y limpia,Escarpado,Normal
171773,Seca y limpia,Plano,Normal
172202,Seca y limpia,Montañoso,Seca
172204,Seca y limpia,Montañoso,Seca
172215,Humeda,Plano,Lluvia
172217,Humeda,Plano,Lluvia
172218,Seca y limpia,Ondulado,Normal
172219,Seca y limpia,Plano,Normal
172562,Humeda,Plano,Lluvia
172564,Seca y limpia,Ondulado,Normal
172961,Seca y limpia,Plano,Normal
172962,Humeda,Plano,Lluvia
172963,Seca y limpia,Ondulado,Normal
176973,Seca y limpia,Escarpado,Normal
176968,Seca y limpia,Ondulado,Normal
176969,Seca y limpia,Escarpado,Normal
176970,Seca y limpia,Plano,Normal
176971,Humeda,Montañoso,Lluvia
176972,Humeda,Montañoso,Lluvia
176974,Humeda,Ondulado,Lluvia
176975,Humeda,Plano,Lluvia
176976,Humeda,Plano,Lluvia
176977,Humeda,Ondulado,Lluvia
176978,Humeda,Ondulado,Lluvia
176979,Humeda,Ondulado,Lluvia
176980,Seca y limpia,Montañoso,Normal
177360,Seca y limpia,Plano,Normal
177361,Humeda,Plano,Lluvia
177362,Seca y limpia,Ondulado,Normal
177364,Seca y limpia,Plano,Normal
177366,Humeda,Plano,Lluvia
177367,Seca y limpia,Ondulado,Normal
177385,Seca y limpia,Ondulado,Normal
177386,Seca y limpia,Ondulado,Normal
177387,Seca y limpia,Plano,Normal
179364,Humeda,Montañoso,Seca
179365,Seca y limpia,Ondulado,Seca
179366,Seca y limpia,Montañoso,Seca
179367,Seca y limpia,Montañoso,Seca
179781,Humeda,Plano,Lluvia
179782,Seca y limpia,Plano,Niebla
179783,Seca y limpia,Montañoso,Normal
179784,Seca y limpia,Plano,Normal
181760,Seca y limpia,Montañoso,Seca
185361,Seca y limpia,Plano,Normal
185761,Seca y limpia,Plano,Seca
185762,Humeda,Plano,Lluvia
185763,Seca y limpia,Ondulado,Normal
185764,Seca y limpia,Montañoso,Normal
185765,Seca y limpia,Ondulado,Normal
185766,Humeda,Montañoso,Lluvia
185767,Humeda,Plano,Lluvia
186563,Seca y limpia,Plano,Normal
186564,Seca y limpia,Plano,Normal
186565,Seca y limpia,Plano,Normal
186566,Seca y limpia,Plano,Normal
187361,Seca y limpia,Plano,Normal
187782,Humeda,Montañoso,Lluvia
187783,Humeda,Montañoso,Normal
187784,Seca y limpia,Montañoso,Normal
188962,Seca y limpia,Montañoso,Seca
188963,Seca y limpia,Montañoso,Seca
188964,Seca y limpia,Montañoso,Normal
192167,Humeda,Ondulado,Lluvia
192168,Seca y limpia,Plano,Normal
192169,Seca y limpia,Plano,Normal
192170,Humeda,Plano,Lluvia
192171,Seca y limpia,Plano,Normal
192172,Seca y limpia,Plano,Normal
192173,Seca y limpia,Plano,Normal
192174,Seca y limpia,Ondulado,Normal
192175,Seca y limpia,Plano,Normal
192176,Seca y limpia,Plano,Normal
192177,Seca y limpia,Plano,Normal
192961,Seca y limpia,Ondulado,Normal
192962,Seca y limpia,Plano,Normal
192966,Humeda,Montañoso,Lluvia
192967,Seca y limpia,Montañoso,Normal
192968,Seca y limpia,Ondulado,Normal
192969,Seca y limpia,Ondulado,Normal
192970,Seca y limpia,Ondulado,Normal
192971,Humeda,Montañoso,Lluvia
192972,Seca y limpia,Montañoso,Normal
192973,Seca y limpia,Ondulado,Normal
192974,Seca y limpia,Montañoso,Normal
193362,Seca y limpia,Plano,Normal
193363,Humeda,Plano,Normal
193364,Seca y limpia,Plano,Normal
193365,Seca y limpia,Plano,Normal
193366,Seca y limpia,Plano,Normal
193367,Humeda,Ondulado,Normal
193369,Seca y limpia,Plano,Normal
193370,Seca y limpia,Ondulado,Normal
193375,Seca y limpia,Plano,Normal
193377,Seca y limpia,Plano,Normal
193762,Seca y limpia,Ondulado,Normal
193763,Seca y limpia,Plano,Normal
193764,Humeda,Ondulado,Lluvia
193765,Humeda,Plano,Lluvia
193766,Humeda,Ondulado,Lluvia
194961,Seca y limpia,Montañoso,Normal
194962,Seca y limpia,Montañoso,Normal
195761,Seca y limpia,Montañoso,Normal
195762,Seca y limpia,Plano,Normal
199361,Seca y limpia,Montañoso,Seca
199362,Seca y limpia,Plano,Seca
200563,Humeda,Plano,Lluvia
200567,Seca y limpia,Ondulado,Normal
200962,Seca y limpia,Plano,Normal
200963,Seca y limpia,Plano,Normal
200964,Seca y limpia,Plano,Normal
200967,Seca y limpia,Plano,Normal
201361,Humeda,Ondulado,Lluvia
201362,Humeda,Montañoso,Lluvia
201363,Seca y limpia,Montañoso,Normal
201364,Seca y limpia,Montañoso,Normal
201365,Seca y limpia,Montañoso,Normal
201367,Seca y limpia,Montañoso,Normal
201368,Seca y limpia,Montañoso,Normal
201369,Seca y limpia,Montañoso,Normal
201370,Humeda,Montañoso,Lluvia
201371,Seca y limpia,Montañoso,Normal
201372,Humeda,Montañoso,Lluvia
201373,Humeda,Montañoso,Lluvia
201374,Seca y limpia,Montañoso,Normal
201375,Seca y limpia,Montañoso,Normal
201376,Seca y limpia,Montañoso,Normal
201377,Seca y limpia,Montañoso,Normal
201378,Humeda,Montañoso,Lluvia
201379,Seca y limpia,Montañoso,Normal
201380,Humeda,Montañoso,Lluvia
201381,Seca y limpia,Montañoso,Normal
201382,Seca y limpia,Montañoso,Normal
210570,Humeda,Montañoso,Lluvia
212569,Seca y limpia,Plano,Seca
214175,Seca y limpia,Montañoso,Normal
214172,Humeda,Montañoso,Lluvia
214174,Seca y limpia,Ondulado,Normal
214202,Seca y limpia,Plano,Normal
214569,Seca y limpia,Ondulado,Seca
214571,Humeda,Montañoso,Lluvia
214573,Humeda,Montañoso,Lluvia
214574,Humeda,Plano,Lluvia
214575,Humeda,Ondulado,Lluvia
214576,Seca y limpia,Ondulado,Normal
214581,Seca y limpia,Ondulado,Niebla
214582,Humeda,Ondulado,Lluvia
214584,Seca y limpia,Plano,Normal
214585,Seca y limpia,Plano,Normal
214587,Seca y limpia,Ondulado,Normal
214589,Seca y limpia,Plano,Normal
214591,Seca y limpia,Plano,Normal
214593,Seca y limpia,Plano,Normal
214596,Seca y limpia,Plano,Seca
214597,Seca y limpia,Plano,Normal
217779,Seca y limpia,Plano,Seca
217780,Seca y limpia,Plano,Normal
230607,Seca y limpia,Plano,Seca
230604,Seca y limpia,Escarpado,Seca
230605,Seca y limpia,Plano,Seca
230610,Seca y limpia,Plano,Normal
230612,Seca y limpia,Montañoso,Normal
230613,Humeda,Ondulado,Lluvia
230614,Humeda,Ondulado,Lluvia
230615,Seca y limpia,Plano,Normal
230616,Seca y limpia,Plano,Normal
230617,Humeda,Montañoso,Lluvia
230618,Humeda,Ondulado,Lluvia
230619,Humeda,Plano,Niebla
230622,Humeda,Escarpado,Lluvia
230625,Seca y limpia,Plano,Normal
230627,Seca y limpia,Plano,Normal
241854,Seca y limpia,Plano,Seca
241855,Humeda,Montañoso,Lluvia
241856,Seca y limpia,Plano,Seca
241857,Seca y limpia,Plano,Normal
241858,Seca y limpia,Plano,Normal
241859,Seca y limpia,Plano,Normal
242254,Humeda,Montañoso,Lluvia
242255,Seca y limpia,Escarpado,Seca
242256,Seca y limpia,Plano,Normal
247054,Seca y limpia,Montañoso,Normal
247055,Humeda,Plano,Lluvia
257467,Humeda,Ondulado,Lluvia
257468,Seca y limpia,Ondulado,Normal
257469,Humeda,Plano,Lluvia
257470,Seca y limpia,Plano,Seca
257471,Seca y limpia,Ondulado,Seca
257472,Seca y limpia,Ondulado,Seca
257473,Seca y limpia,Ondulado,Seca
257474,Seca y limpia,Montañoso,Seca
259875,Seca y limpia,Montañoso,Seca
259876,Seca y limpia,Plano,Sol
259877,Seca y limpia,Montañoso,Normal
259878,Seca y limpia,Ondulado,Seca
259879,Seca y limpia,Plano,Seca
259880,Seca y limpia,Montañoso,Normal
259881,Seca y limpia,Plano,Seca
261472,Seca y limpia,Plano,Normal
261473,Seca y limpia,Plano,Normal
261474,Seca y limpia,Ondulado,Normal
261475,Seca y limpia,Plano,Normal
261476,Seca y limpia,Ondulado,Normal
261867,Seca y limpia,Ondulado,Normal
261868,Seca y limpia,Plano,Normal
261869,Seca y limpia,Ondulado,Normal
261870,Seca y limpia,Plano,Normal
263071,Seca y limpia,Ondulado,Normal
263072,Seca y limpia,Plano,Normal
263073,Seca y limpia,Plano,Normal
263074,Seca y limpia,Plano,Normal
263075,Seca y limpia,Montañoso,Normal
263076,Seca y limpia,Plano,Normal
263077,Seca y limpia,Plano,Normal
263078,Seca y limpia,Ondulado,Normal
263079,Seca y limpia,Montañoso,Normal
263080,Seca y limpia,Plano,Normal
263081,Humeda,Plano,Lluvia
263082,Seca y limpia,Plano,Normal
263083,Seca y limpia,Plano,Normal
263467,Seca y limpia,Plano,Normal
263468,Seca y limpia,Ondulado,Seca
263469,Seca y limpia,Ondulado,Normal
267867,Humeda,Plano,Normal
269090,Seca y limpia,Plano,Seca
269093,Seca y limpia,Plano,Sol
269094,Seca y limpia,Montañoso,Sol
269095,Seca y limpia,Plano,Normal
269096,Seca y limpia,Ondulado,Seca
269097,Seca y limpia,Ondulado,Seca
271887,Seca y limpia,Ondulado,Normal
271888,Seca y limpia,Montañoso,Normal
271889,Seca y limpia,Ondulado,Normal
271890,Seca y limpia,Montañoso,Normal
271891,Seca y limpia,Plano,Normal
271892,Seca y limpia,Plano,Normal
271893,Seca y limpia,Ondulado,Normal
271894,Seca y limpia,Montañoso,Normal
271895,Seca y limpia,Plano,Normal
271896,Seca y limpia,Montañoso,Normal
271897,Seca y limpia,Plano,Normal
271898,Humeda,Ondulado,Normal
271899,Humeda,Ondulado,Lluvia
271900,Seca y limpia,Plano,Normal
271901,Seca y limpia,Ondulado,Normal
271902,Humeda,Ondulado,Normal
271903,Seca y limpia,Plano,Normal
271904,Seca y limpia,Plano,Normal
272269,Seca y limpia,Ondulado,Normal
272270,Seca y limpia,Plano,Normal
272272,Seca y limpia,Montañoso,Normal
272273,Seca y limpia,Plano,Normal
272276,Seca y limpia,Montañoso,Normal
272278,Seca y limpia,Plano,Normal
272280,Humeda,Ondulado,Lluvia
272284,Humeda,Plano,Lluvia
272669,Seca y limpia,Ondulado,Normal
272671,Seca y limpia,Ondulado,Normal
272674,Humeda,Ondulado,Lluvia
281868,Seca y limpia,Plano,Seca
282280,Seca y limpia,Plano,Sol
282667,Seca y limpia,Plano,Normal
282668,Seca y limpia,Montañoso,Sol
284667,Seca y limpia,Montañoso,Normal
284668,Seca y limpia,Montañoso,Normal
284669,Seca y limpia,Ondulado,Normal
284670,Seca y limpia,Montañoso,Normal
284671,Seca y limpia,Plano,Normal
284672,Seca y limpia,Ondulado,Normal
285487,Seca y limpia,Ondulado,Normal
285489,Seca y limpia,Ondulado,Normal
285490,Seca y limpia,Plano,Normal
285491,Seca y limpia,Plano,Normal
286277,Seca y limpia,Ondulado,Normal
286278,Seca y limpia,Ondulado,Normal
286279,Seca y limpia,Plano,Normal
286667,Seca y limpia,Plano,Seca
286668,Seca y limpia,Ondulado,Normal
286671,Seca y limpia,Ondulado,Normal
286672,Humeda,Ondulado,Lluvia
286673,Seca y limpia,Ondulado,Sol
286674,Seca y limpia,Montañoso,Sol
287067,Seca y limpia,Plano,Normal
287068,Seca y limpia,Plano,Normal
287069,Seca y limpia,Ondulado,Normal
287070,Seca y limpia,Ondulado,Normal
289070,Seca y limpia,Plano,Sol
289071,Seca y limpia,Plano,Seca
289072,Seca y limpia,Plano,Normal
295067,Seca y limpia,Ondulado,Sol
295068,Seca y limpia,Ondulado,Normal
295069,Seca y limpia,Ondulado,Normal
296267,Humeda,Montañoso,Lluvia
296268,Seca y limpia,Ondulado,Seca
296269,Seca y limpia,Plano,Seca
296270,Humeda,Plano,Lluvia
296271,Seca y limpia,Plano,Seca
296272,Seca y limpia,Plano,Normal
296273,Humeda,Montañoso,Lluvia
296274,Seca y limpia,Plano,Normal
296275,Seca y limpia,Escarpado,Normal
296276,Seca y limpia,Plano,Normal
296277,Seca y limpia,Montañoso,Normal
296278,Humeda,Ondulado,Lluvia
296279,Seca y limpia,Montañoso,Normal
299878,Seca y limpia,Montañoso,Normal
302279,Humeda,Ondulado,Lluvia
301470,Seca y limpia,Ondulado,Normal
301471,Humeda,Ondulado,Lluvia
302278,Seca y limpia,Ondulado,Normal
305870,Humeda,Plano,Lluvia
305872,Humeda,Ondulado,Lluvia
305873,Seca y limpia,Plano,Sol
305874,Humeda,Plano,Lluvia
305875,Seca y limpia,Plano,Sol
305876,Seca y limpia,Plano,Sol
306267,Seca y limpia,Ondulado,Normal
306667,Seca y limpia,Ondulado,Normal
306668,Seca y limpia,Plano,Sol
306669,Seca y limpia,Montañoso,Sol
306670,Seca y limpia,Plano,Sol
306671,Seca y limpia,Plano,Sol
307067,Seca y limpia,Plano,Sol
307068,Seca y limpia,Ondulado,Sol
307069,Seca y limpia,Plano,Sol
307469,Humeda,Montañoso,Lluvia
307470,Seca y limpia,Ondulado,Sol
307471,Seca y limpia,Plano,Normal
307873,Seca y limpia,Ondulado,Sol
311073,Seca y limpia,Plano,Normal
311074,Seca y limpia,Plano,Sol
311473,Seca y limpia,Ondulado,Normal
311474,Seca y limpia,Ondulado,Normal
311475,Humeda,Ondulado,Lluvia
311476,Humeda,Montañoso,Lluvia
312673,Seca y limpia,Ondulado,Normal
313877,Humeda,Ondulado,Lluvia
313880,Seca y limpia,Ondulado,Normal
313881,Humeda,Montañoso,Lluvia
313882,Humeda,Plano,Lluvia
313883,Humeda,Montañoso,Lluvia
313884,Seca y limpia,Plano,Sol
313885,Seca y limpia,Plano,Normal
313886,Humeda,Plano,Lluvia
313887,Humeda,Plano,Lluvia
313888,Humeda,Ondulado,Lluvia
314673,Seca y limpia,Plano,Sol
314674,Seca y limpia,Ondulado,Sol
314675,Seca y limpia,Ondulado,Normal
314676,Humeda,Ondulado,Lluvia
314677,Seca y limpia,Ondulado,Normal
315083,Seca y limpia,Ondulado,Normal
315084,Humeda,Ondulado,Lluvia
317877,Seca y limpia,Ondulado,Normal
321073,Humeda,Ondulado,Lluvia
321074,Humeda,Ondulado,Lluvia
321075,Seca y limpia,Plano,Normal
321076,Seca y limpia,Plano,Normal
321873,Seca y limpia,Montañoso,Normal
333494,Seca y limpia,Ondulado,Sol
333495,Seca y limpia,Plano,Normal
336683,Seca y limpia,Montañoso,Seca
337084,Seca y limpia,Montañoso,Seca
337484,Seca y limpia,Montañoso,Seca
340694,Seca y limpia,Ondulado,Sol
340695,Seca y limpia,Ondulado,Sol
340696,Humeda,Ondulado,Lluvia
340697,Humeda,Ondulado,Lluvia
340698,Seca y limpia,Plano,Normal
340701,Seca y limpia,Ondulado,Normal
341483,Humeda,Escarpado,Lluvia
341484,Humeda,Plano,Lluvia
341485,Seca y limpia,Plano,Normal
341486,Seca y limpia,Montañoso,Normal
341487,Humeda,Ondulado,Normal
341488,Seca y limpia,Ondulado,Normal
343485,Seca y limpia,Plano,Normal
352297,Seca y limpia,Ondulado,Normal
352706,Seca y limpia,Ondulado,Normal
352707,Seca y limpia,Ondulado,Normal
353104,Seca y limpia,Escarpado,Normal
353105,Humeda,Ondulado,Lluvia
353106,Humeda,Plano,Lluvia
353107,Seca y limpia,Plano,Normal
353501,Seca y limpia,Ondulado,Normal
353502,Humeda,Montañoso,Lluvia
353504,Seca y limpia,Montañoso,Normal
353505,Seca y limpia,Ondulado,Normal
353506,Seca y limpia,Plano,Normal
353508,Seca y limpia,Ondulado,Normal
353892,Seca y limpia,Plano,Normal
353894,Seca y limpia,Plano,Normal
355092,Seca y limpia,Montañoso,Normal
355093,Seca y limpia,Montañoso,Sol
355094,Seca y limpia,Ondulado,Normal
355095,Humeda,Ondulado,Normal
355096,Seca y limpia,Plano,Normal
355492,Seca y limpia,Ondulado,Normal
363492,Seca y limpia,Plano,Normal
373492,Seca y limpia,Plano,Normal
379111,Seca y limpia,Plano,Seca
379112,Seca y limpia,Montañoso,Seca
379115,Seca y limpia,Montañoso,Seca
379517,Humeda,Montañoso,Lluvia
381492,Seca y limpia,Plano,Normal
381493,Seca y limpia,Ondulado,Normal
381494,Seca y limpia,Ondulado,Normal
381495,Seca y limpia,Montañoso,Normal
381506,Seca y limpia,Montañoso,Normal
381892,Seca y limpia,Montañoso,Normal
381893,Seca y limpia,Ondulado,Normal
382292,Seca y limpia,Ondulado,Normal
382714,Material suelto,Montañoso,Lluvia
384294,Seca y limpia,Montañoso,Normal
384295,Seca y limpia,Plano,Normal
384296,Humeda,Plano,Niebla
384302,Seca y limpia,Plano,Normal
384694,Seca y limpia,Plano,Seca
384695,Humeda,Ondulado,Lluvia
384696,Humeda,Ondulado,Lluvia
384697,Humeda,Plano,Lluvia
384698,Seca y limpia,Ondulado,Normal
384706,Seca y limpia,Plano,Sol
384707,Seca y limpia,Plano,Normal
384708,Seca y limpia,Plano,Normal
386692,Seca y limpia,Montañoso,Normal
391092,Seca y limpia,Plano,Normal
391093,Humeda,Montañoso,Lluvia
391094,Seca y limpia,Montañoso,Normal
391095,Seca y limpia,Ondulado,Normal
391096,Seca y limpia,Ondulado,Normal
391097,Humeda,Ondulado,Lluvia
391098,Seca y limpia,Ondulado,Normal
391492,Humeda,Ondulado,Lluvia
391493,Seca y limpia,Ondulado,Normal
391494,Seca y limpia,Ondulado,Normal
391495,Humeda,Ondulado,Lluvia
391496,Seca y limpia,Plano,Normal
391497,Humeda,Ondulado,Lluvia
391498,Seca y limpia,Ondulado,Normal
402712,Humeda,Montañoso,Lluvia
402713,Seca y limpia,Montañoso,Normal
402714,Humeda,Plano,Lluvia
402715,Seca y limpia,Plano,Normal
402716,Seca y limpia,Montañoso,Normal
402717,Seca y limpia,Plano,Normal
402718,Humeda,Montañoso,Lluvia
403098,Humeda,Plano,Lluvia
403099,Seca y limpia,Plano,Normal
403100,Seca y limpia,Ondulado,Normal
403101,Humeda,Ondulado,Lluvia
403102,Seca y limpia,Escarpado,Niebla
403103,Seca y limpia,Ondulado,Normal
403104,Seca y limpia,Plano,Normal
403105,Seca y limpia,Plano,Normal
403106,Seca y limpia,Plano,Normal
404292,Seca y limpia,Ondulado,Seca
406305,Seca y limpia,Montañoso,Sol
406309,Seca y limpia,Ondulado,Sol
409113,Humeda,Montañoso,Lluvia
409114,Seca y limpia,Montañoso,Normal
409115,Seca y limpia,Montañoso,Normal
409117,Seca y limpia,Plano,Normal
409119,Seca y limpia,Ondulado,Normal
409120,Seca y limpia,Ondulado,Normal
409122,Seca y limpia,Ondulado,Normal
409525,Seca y limpia,Plano,Normal
409516,Seca y limpia,Ondulado,Normal
409517,Seca y limpia,Plano,Normal
409518,Seca y limpia,Ondulado,Normal
409519,Seca y limpia,Ondulado,Normal
409522,Humeda,Montañoso,Lluvia
409526,Seca y limpia,Ondulado,Normal
411899,Seca y limpia,Ondulado,Normal
411896,Seca y limpia,Ondulado,Normal
411897,Seca y limpia,Plano,Normal
411900,Humeda,Plano,Lluvia
411901,Humeda,Ondulado,Lluvia
412295,Seca y limpia,Plano,Normal
412296,Humeda,Ondulado,Lluvia
412297,Seca y limpia,Plano,Normal
412298,Seca y limpia,Plano,Normal
412300,Seca y limpia,Ondulado,Normal
412301,Seca y limpia,Plano,Normal
412302,Humeda,Plano,Lluvia
412304,Humeda,Ondulado,Lluvia
421500,Seca y limpia,Montañoso,Sol
424707,Seca y limpia,Plano,Normal
425112,Seca y limpia,Plano,Normal
425492,Humeda,Ondulado,Lluvia
427492,Seca y limpia,Ondulado,Niebla
427493,Seca y limpia,Ondulado,Normal
427494,Seca y limpia,Montañoso,Normal
427495,Seca y limpia,Ondulado,Normal
427497,Seca y limpia,Montañoso,Normal
427500,Seca y limpia,Plano,Normal
427892,Humeda,Montañoso,Lluvia
427893,Seca y limpia,Ondulado,Normal
427894,Seca y limpia,Plano,Normal
427896,Seca y limpia,Ondulado,Normal
429892,Seca y limpia,Plano,Sol
430694,Seca y limpia,Montañoso,Normal
430695,Seca y limpia,Plano,Normal
430696,Humeda,Ondulado,Lluvia
430697,Seca y limpia,Plano,Normal
430698,Seca y limpia,Plano,Normal
431093,Seca y limpia,Plano,Normal
431094,Seca y limpia,Ondulado,Normal
431095,Humeda,Plano,Lluvia
431096,Seca y limpia,Montañoso,Sol
431097,Seca y limpia,Plano,Normal
440294,Seca y limpia,Ondulado,Normal
440296,Seca y limpia,Plano,Normal
440297,Seca y limpia,Plano,Normal
440302,Seca y limpia,Ondulado,Normal
442301,Seca y limpia,Plano,Sol
440305,Seca y limpia,Montañoso,Normal
440307,Humeda,Ondulado,Lluvia
440695,Seca y limpia,Ondulado,Normal
440697,Seca y limpia,Montañoso,Normal
440698,Seca y limpia,Ondulado,Normal
440699,Humeda,Montañoso,Lluvia
440700,Seca y limpia,Montañoso,Normal
440701,Humeda,Montañoso,Lluvia
440702,Seca y limpia,Plano,Normal
440703,Seca y limpia,Montañoso,Normal
440705,Seca y limpia,Ondulado,Normal
440706,Seca y limpia,Ondulado,Normal
440707,Humeda,Montañoso,Lluvia
441099,Otra,Ondulado,Normal
441101,Seca y limpia,Plano,Normal
441103,Seca y limpia,Plano,Normal
441105,Otra,Ondulado,Normal
442700,Seca y limpia,Plano,Normal
443492,Otra,Montañoso,Normal
446303,Seca y limpia,Montañoso,Sol
446697,Seca y limpia,Montañoso,Sol
447095,Humeda,Ondulado,Lluvia
447096,Humeda,Plano,Lluvia
447097,Seca y limpia,Ondulado,Normal
447493,Helada,Plano,Normal
447895,Seca y limpia,Montañoso,Normal
447896,Seca y limpia,Plano,Normal
447897,Humeda,Ondulado,Lluvia
447898,Humeda,Ondulado,Lluvia
447899,Seca y limpia,Ondulado,Normal
447901,Seca y limpia,Ondulado,Normal
447902,Seca y limpia,Ondulado,Normal
448292,Seca y limpia,Ondulado,Normal
448296,Seca y limpia,Montañoso,Normal
448297,Seca y limpia,Plano,Normal
448301,Seca y limpia,Plano,Normal
448302,Humeda,Plano,Lluvia
448303,Humeda,Montañoso,Lluvia
448304,Humeda,Montañoso,Lluvia
448306,Seca y limpia,Ondulado,Normal
457096,Seca y limpia,Montañoso,Normal
457098,Seca y limpia,Montañoso,Normal
457494,Seca y limpia,Montañoso,Sol
457495,Seca y limpia,Montañoso,Sol
457498,Seca y limpia,Plano,Sol
457501,Seca y limpia,Montañoso,Sol
458314,Seca y limpia,Ondulado,Sol
458707,Seca y limpia,Montañoso,Normal
458708,Seca y limpia,Plano,Normal
458709,Seca y limpia,Ondulado,Normal
458710,Seca y limpia,Ondulado,Normal
459112,Seca y limpia,Ondulado,Normal
459113,Seca y limpia,Ondulado,Normal
459114,Seca y limpia,Montañoso,Normal
459115,Humeda,Montañoso,Lluvia
459494,Seca y limpia,Plano,Normal
459495,Seca y limpia,Ondulado,Normal
459496,Seca y limpia,Ondulado,Normal
459894,Seca y limpia,Montañoso,Normal
459895,Seca y limpia,Ondulado,Normal
459896,Seca y limpia,Ondulado,Normal
462704,Humeda,Ondulado,Lluvia
462705,Seca y limpia,Ondulado,Normal
462706,Seca y limpia,Montañoso,Seca
462707,Seca y limpia,Plano,Seca
462708,Seca y limpia,Plano,Seca
462709,Seca y limpia,Plano,Seca
462710,Seca y limpia,Plano,Normal
462716,Seca y limpia,Plano,Normal
462718,Seca y limpia,Plano,Sol
462719,Seca y limpia,Plano,Normal
462720,Seca y limpia,Montañoso,Normal
463101,Humeda,Plano,Lluvia
463102,Humeda,Ondulado,Lluvia
463103,Humeda,Ondulado,Lluvia
463104,Seca y limpia,Plano,Seca
463105,Humeda,Plano,Lluvia
463106,Humeda,Montañoso,Lluvia
463107,Seca y limpia,Montañoso,Seca
463108,Seca y limpia,Plano,Seca
463109,Seca y limpia,Plano,Seca
463110,Seca y limpia,Montañoso,Normal
463111,Seca y limpia,Ondulado,Normal
463113,Seca y limpia,Ondulado,Normal
463494,Seca y limpia,Plano,Seca
465503,Seca y limpia,Plano,Normal
469094,Seca y limpia,Montañoso,Sol
469097,Seca y limpia,Montañoso,Normal
469098,Seca y limpia,Montañoso,Normal
469100,Seca y limpia,Montañoso,Sol
469101,Seca y limpia,Montañoso,Sol
469103,Seca y limpia,Montañoso,Sol
469104,Seca y limpia,Ondulado,Sol
469494,Seca y limpia,Ondulado,Sol
470694,Seca y limpia,Plano,Normal
470695,Seca y limpia,Montañoso,Normal
470696,Seca y limpia,Plano,Normal
470697,Humeda,Plano,Lluvia
470698,Seca y limpia,Plano,Normal
470699,Seca y limpia,Montañoso,Normal
470700,Seca y limpia,Ondulado,Lluvia
470701,Seca y limpia,Plano,Sol
470702,Seca y limpia,Ondulado,Sol
470703,Humeda,Plano,Lluvia
470704,Otra,Montañoso,Normal
470706,Humeda,Ondulado,Lluvia
470708,Seca y limpia,Ondulado,Normal
470709,Seca y limpia,Montañoso,Normal
470711,Seca y limpia,Ondulado,Normal
470712,Humeda,Ondulado,Lluvia
470714,Seca y limpia,Ondulado,Normal
470722,Seca y limpia,Ondulado,Normal
471094,Seca y limpia,Plano,Normal
